Ensembl Gene ID	Ensembl Transcript ID
ENSMUSG00000030247	ENSMUST00000032374
ENSMUSG00000049881	ENSMUST00000061537
ENSMUSG00000049881	ENSMUST00000111707
ENSMUSG00000045180	ENSMUST00000101141
ENSMUSG00000045180	ENSMUST00000062317
ENSMUSG00000042189	ENSMUST00000035732
ENSMUSG00000033488	ENSMUST00000046743
ENSMUSG00000033488	ENSMUST00000119891
ENSMUSG00000028270	ENSMUST00000029937
ENSMUSG00000042200	ENSMUST00000035854
ENSMUSG00000034359	ENSMUST00000038386
ENSMUSG00000034359	ENSMUST00000106560
ENSMUSG00000034359	ENSMUST00000106559
ENSMUSG00000034359	ENSMUST00000058791
ENSMUSG00000029592	ENSMUST00000031588
ENSMUSG00000032562	ENSMUST00000055704
ENSMUSG00000056679	ENSMUST00000070316
ENSMUSG00000030246	ENSMUST00000032373
ENSMUSG00000025409	ENSMUST00000026476
ENSMUSG00000025409	ENSMUST00000119078
ENSMUSG00000015027	ENSMUST00000015171
ENSMUSG00000015027	ENSMUST00000093060
ENSMUSG00000049972	ENSMUST00000106563
ENSMUSG00000049972	ENSMUST00000058605
ENSMUSG00000070868	ENSMUST00000038455
ENSMUSG00000070426	ENSMUST00000106954
ENSMUSG00000070426	ENSMUST00000096639
ENSMUSG00000070426	ENSMUST00000106953
ENSMUSG00000070426	ENSMUST00000089052
ENSMUSG00000014177	ENSMUST00000014321
ENSMUSG00000028269	ENSMUST00000029936
ENSMUSG00000070565	ENSMUST00000078308
ENSMUSG00000055960	ENSMUST00000106566
ENSMUSG00000055960	ENSMUST00000106565
ENSMUSG00000055960	ENSMUST00000069769
ENSMUSG00000055960	ENSMUST00000106564
ENSMUSG00000042078	ENSMUST00000058472
ENSMUSG00000006589	ENSMUST00000006764
ENSMUSG00000070427	ENSMUST00000094134
ENSMUSG00000041096	ENSMUST00000044509
ENSMUSG00000073531	ENSMUST00000097519
ENSMUSG00000071112	ENSMUST00000088263
ENSMUSG00000026592	ENSMUST00000027884
ENSMUSG00000026592	ENSMUST00000118207
ENSMUSG00000026592	ENSMUST00000121911
ENSMUSG00000026592	ENSMUST00000119526
ENSMUSG00000025410	ENSMUST00000026479
ENSMUSG00000030244	ENSMUST00000032371
ENSMUSG00000036053	ENSMUST00000090952
ENSMUSG00000036053	ENSMUST00000049483
ENSMUSG00000036053	ENSMUST00000050719
ENSMUSG00000033544	ENSMUST00000027885
ENSMUSG00000033544	ENSMUST00000111720
ENSMUSG00000030245	ENSMUST00000032372
ENSMUSG00000028268	ENSMUST00000029935
ENSMUSG00000028268	ENSMUST00000106222
ENSMUSG00000028268	ENSMUST00000106221
ENSMUSG00000078599	ENSMUST00000106572
ENSMUSG00000049214	ENSMUST00000106568
ENSMUSG00000049214	ENSMUST00000055014
ENSMUSG00000057969	ENSMUST00000102532
ENSMUSG00000057969	ENSMUST00000073448
ENSMUSG00000057969	ENSMUST00000102529
ENSMUSG00000057969	ENSMUST00000102531
ENSMUSG00000057969	ENSMUST00000102530
ENSMUSG00000042096	ENSMUST00000112292
ENSMUSG00000042096	ENSMUST00000086599
ENSMUSG00000066306	ENSMUST00000084852
ENSMUSG00000006585	ENSMUST00000006760
ENSMUSG00000070285	ENSMUST00000093784
ENSMUSG00000040253	ENSMUST00000045097
ENSMUSG00000047821	ENSMUST00000072639
ENSMUSG00000047821	ENSMUST00000108704
ENSMUSG00000047821	ENSMUST00000055006
ENSMUSG00000047821	ENSMUST00000108703
ENSMUSG00000047821	ENSMUST00000036085
ENSMUSG00000047342	ENSMUST00000108705
ENSMUSG00000047342	ENSMUST00000054654
ENSMUSG00000064307	ENSMUST00000106963
ENSMUSG00000064307	ENSMUST00000106964
ENSMUSG00000064307	ENSMUST00000098236
ENSMUSG00000064307	ENSMUST00000106965
ENSMUSG00000064307	ENSMUST00000106966
ENSMUSG00000064307	ENSMUST00000106967
ENSMUSG00000064307	ENSMUST00000106968
ENSMUSG00000064307	ENSMUST00000078448
ENSMUSG00000028544	ENSMUST00000102720
ENSMUSG00000028544	ENSMUST00000102721
ENSMUSG00000028544	ENSMUST00000102719
ENSMUSG00000028544	ENSMUST00000030272
ENSMUSG00000074657	ENSMUST00000099172
ENSMUSG00000072843	ENSMUST00000101060
ENSMUSG00000040264	ENSMUST00000065526
ENSMUSG00000040264	ENSMUST00000045254
ENSMUSG00000040264	ENSMUST00000090127
ENSMUSG00000055371	ENSMUST00000112660
ENSMUSG00000055371	ENSMUST00000102759
ENSMUSG00000055371	ENSMUST00000100092
ENSMUSG00000025332	ENSMUST00000112588
ENSMUSG00000025332	ENSMUST00000082177
ENSMUSG00000025332	ENSMUST00000112584
ENSMUSG00000026594	ENSMUST00000063199
ENSMUSG00000026594	ENSMUST00000027886
ENSMUSG00000025201	ENSMUST00000026219
ENSMUSG00000010048	ENSMUST00000010192
ENSMUSG00000030243	ENSMUST00000111804
ENSMUSG00000030243	ENSMUST00000100832
ENSMUSG00000030243	ENSMUST00000032370
ENSMUSG00000030243	ENSMUST00000111803
ENSMUSG00000030842	ENSMUST00000033131
ENSMUSG00000036091	ENSMUST00000040059
ENSMUSG00000042121	ENSMUST00000112296
ENSMUSG00000042121	ENSMUST00000112298
ENSMUSG00000042121	ENSMUST00000077689
ENSMUSG00000078630	ENSMUST00000106969
ENSMUSG00000078630	ENSMUST00000106970
ENSMUSG00000033557	ENSMUST00000122424
ENSMUSG00000033557	ENSMUST00000086153
ENSMUSG00000014444	ENSMUST00000064316
ENSMUSG00000014444	ENSMUST00000067252
ENSMUSG00000014444	ENSMUST00000059683
ENSMUSG00000025417	ENSMUST00000013970
ENSMUSG00000079334	ENSMUST00000093785
ENSMUSG00000041671	ENSMUST00000041852
ENSMUSG00000005267	ENSMUST00000101061
ENSMUSG00000005267	ENSMUST00000005399
ENSMUSG00000005267	ENSMUST00000108706
ENSMUSG00000005267	ENSMUST00000101062
ENSMUSG00000048497	ENSMUST00000062860
ENSMUSG00000030649	ENSMUST00000106973
ENSMUSG00000030649	ENSMUST00000106975
ENSMUSG00000030649	ENSMUST00000106978
ENSMUSG00000030649	ENSMUST00000032884
ENSMUSG00000030649	ENSMUST00000098237
ENSMUSG00000030649	ENSMUST00000035395
ENSMUSG00000073366	ENSMUST00000097269
ENSMUSG00000041681	ENSMUST00000041993
ENSMUSG00000041115	ENSMUST00000096275
ENSMUSG00000041115	ENSMUST00000112604
ENSMUSG00000041115	ENSMUST00000112605
ENSMUSG00000041115	ENSMUST00000080074
ENSMUSG00000034401	ENSMUST00000106579
ENSMUSG00000034401	ENSMUST00000070513
ENSMUSG00000034401	ENSMUST00000084354
ENSMUSG00000034401	ENSMUST00000038868
ENSMUSG00000046417	ENSMUST00000057194
ENSMUSG00000066057	ENSMUST00000084298
ENSMUSG00000010051	ENSMUST00000010209
ENSMUSG00000010051	ENSMUST00000010195
ENSMUSG00000010051	ENSMUST00000112387
ENSMUSG00000060519	ENSMUST00000122242
ENSMUSG00000060519	ENSMUST00000079625
ENSMUSG00000040415	ENSMUST00000116229
ENSMUSG00000040415	ENSMUST00000116230
ENSMUSG00000040415	ENSMUST00000038217
ENSMUSG00000049482	ENSMUST00000054465
ENSMUSG00000049482	ENSMUST00000116412
ENSMUSG00000028273	ENSMUST00000090134
ENSMUSG00000028273	ENSMUST00000084039
ENSMUSG00000028273	ENSMUST00000058626
ENSMUSG00000028273	ENSMUST00000029941
ENSMUSG00000055660	ENSMUST00000095180
ENSMUSG00000024256	ENSMUST00000064775
ENSMUSG00000004530	ENSMUST00000004646
ENSMUSG00000014470	ENSMUST00000014614
ENSMUSG00000043346	ENSMUST00000057074
ENSMUSG00000028545	ENSMUST00000106583
ENSMUSG00000028545	ENSMUST00000030274
ENSMUSG00000010047	ENSMUST00000010191
ENSMUSG00000063975	ENSMUST00000111822
ENSMUSG00000063975	ENSMUST00000111823
ENSMUSG00000063975	ENSMUST00000111825
ENSMUSG00000063975	ENSMUST00000081380
ENSMUSG00000071033	ENSMUST00000095183
ENSMUSG00000010054	ENSMUST00000010198
ENSMUSG00000026596	ENSMUST00000027888
ENSMUSG00000048163	ENSMUST00000072194
ENSMUSG00000048163	ENSMUST00000100874
ENSMUSG00000048163	ENSMUST00000063167
ENSMUSG00000019467	ENSMUST00000019611
ENSMUSG00000053666	ENSMUST00000066239
ENSMUSG00000017412	ENSMUST00000102761
ENSMUSG00000017412	ENSMUST00000102760
ENSMUSG00000017412	ENSMUST00000078324
ENSMUSG00000001827	ENSMUST00000106982
ENSMUSG00000001827	ENSMUST00000106981
ENSMUSG00000001827	ENSMUST00000106983
ENSMUSG00000001827	ENSMUST00000001882
ENSMUSG00000001827	ENSMUST00000106985
ENSMUSG00000001827	ENSMUST00000106986
ENSMUSG00000073367	ENSMUST00000097270
ENSMUSG00000054675	ENSMUST00000067853
ENSMUSG00000006587	ENSMUST00000006762
ENSMUSG00000041133	ENSMUST00000045312
ENSMUSG00000052430	ENSMUST00000106230
ENSMUSG00000052430	ENSMUST00000098568
ENSMUSG00000052430	ENSMUST00000106232
ENSMUSG00000052430	ENSMUST00000029948
ENSMUSG00000032725	ENSMUST00000094141
ENSMUSG00000018507	ENSMUST00000102643
ENSMUSG00000018507	ENSMUST00000018651
ENSMUSG00000044794	ENSMUST00000059529
ENSMUSG00000036093	ENSMUST00000036541
ENSMUSG00000079262	ENSMUST00000111827
ENSMUSG00000024109	ENSMUST00000072671
ENSMUSG00000024109	ENSMUST00000054059
ENSMUSG00000026600	ENSMUST00000051396
ENSMUSG00000040441	ENSMUST00000038612
ENSMUSG00000040441	ENSMUST00000095270
ENSMUSG00000025825	ENSMUST00000112312
ENSMUSG00000025825	ENSMUST00000112311
ENSMUSG00000025825	ENSMUST00000026937
ENSMUSG00000006517	ENSMUST00000006692
ENSMUSG00000079263	ENSMUST00000111832
ENSMUSG00000061298	ENSMUST00000106587
ENSMUSG00000061298	ENSMUST00000106589
ENSMUSG00000061298	ENSMUST00000106591
ENSMUSG00000061298	ENSMUST00000080744
ENSMUSG00000061298	ENSMUST00000097920
ENSMUSG00000061298	ENSMUST00000106592
ENSMUSG00000010067	ENSMUST00000121635
ENSMUSG00000010067	ENSMUST00000010211
ENSMUSG00000010067	ENSMUST00000122225
ENSMUSG00000010067	ENSMUST00000093786
ENSMUSG00000078193	ENSMUST00000102782
ENSMUSG00000026601	ENSMUST00000027895
ENSMUSG00000025257	ENSMUST00000026288
ENSMUSG00000032937	ENSMUST00000035701
ENSMUSG00000018509	ENSMUST00000018653
ENSMUSG00000019505	ENSMUST00000108707
ENSMUSG00000019505	ENSMUST00000019649
ENSMUSG00000010044	ENSMUST00000010188
ENSMUSG00000026602	ENSMUST00000027896
ENSMUSG00000006519	ENSMUST00000108893
ENSMUSG00000006519	ENSMUST00000017604
ENSMUSG00000032737	ENSMUST00000035836
ENSMUSG00000059921	ENSMUST00000075282
ENSMUSG00000059921	ENSMUST00000106236
ENSMUSG00000014245	ENSMUST00000014389
ENSMUSG00000046108	ENSMUST00000050963
ENSMUSG00000024107	ENSMUST00000024916
ENSMUSG00000041698	ENSMUST00000042119
ENSMUSG00000006731	ENSMUST00000006914
ENSMUSG00000018974	ENSMUST00000019118
ENSMUSG00000025260	ENSMUST00000026289
ENSMUSG00000025260	ENSMUST00000112617
ENSMUSG00000010057	ENSMUST00000010201
ENSMUSG00000047674	ENSMUST00000057860
ENSMUSG00000024154	ENSMUST00000024970
ENSMUSG00000053334	ENSMUST00000065698
ENSMUSG00000078105	ENSMUST00000104905
ENSMUSG00000007946	ENSMUST00000008090
ENSMUSG00000060985	ENSMUST00000119202
ENSMUSG00000060985	ENSMUST00000121146
ENSMUSG00000060985	ENSMUST00000072556
ENSMUSG00000078573	ENSMUST00000106238
ENSMUSG00000040462	ENSMUST00000080975
ENSMUSG00000037190	ENSMUST00000041459
ENSMUSG00000042184	ENSMUST00000047891
ENSMUSG00000030237	ENSMUST00000032364
ENSMUSG00000033855	ENSMUST00000112216
ENSMUSG00000033855	ENSMUST00000064035
ENSMUSG00000010045	ENSMUST00000010189
ENSMUSG00000015484	ENSMUST00000015628
ENSMUSG00000050565	ENSMUST00000060404
ENSMUSG00000050565	ENSMUST00000065673
ENSMUSG00000050565	ENSMUST00000111757
ENSMUSG00000042190	ENSMUST00000047936
ENSMUSG00000047940	ENSMUST00000062306
ENSMUSG00000047940	ENSMUST00000106239
ENSMUSG00000017478	ENSMUST00000043855
ENSMUSG00000017478	ENSMUST00000093073
ENSMUSG00000017478	ENSMUST00000017622
ENSMUSG00000030236	ENSMUST00000087577
ENSMUSG00000030236	ENSMUST00000042812
ENSMUSG00000030235	ENSMUST00000032362
ENSMUSG00000030235	ENSMUST00000111837
ENSMUSG00000053873	ENSMUST00000066573
ENSMUSG00000034709	ENSMUST00000112218
ENSMUSG00000034709	ENSMUST00000038551
ENSMUSG00000063430	ENSMUST00000100875
ENSMUSG00000063430	ENSMUST00000094452
ENSMUSG00000001829	ENSMUST00000106998
ENSMUSG00000001829	ENSMUST00000001884
ENSMUSG00000001829	ENSMUST00000106999
ENSMUSG00000028546	ENSMUST00000001387
ENSMUSG00000028546	ENSMUST00000106593
ENSMUSG00000028546	ENSMUST00000106594
ENSMUSG00000028546	ENSMUST00000106595
ENSMUSG00000028546	ENSMUST00000102722
ENSMUSG00000028546	ENSMUST00000106597
ENSMUSG00000028546	ENSMUST00000106598
ENSMUSG00000028546	ENSMUST00000102723
ENSMUSG00000028546	ENSMUST00000106600
ENSMUSG00000028546	ENSMUST00000106601
ENSMUSG00000028546	ENSMUST00000106603
ENSMUSG00000039079	ENSMUST00000044123
ENSMUSG00000079252	ENSMUST00000097526
ENSMUSG00000079252	ENSMUST00000111754
ENSMUSG00000079252	ENSMUST00000065648
ENSMUSG00000030651	ENSMUST00000063920
ENSMUSG00000025422	ENSMUST00000105254
ENSMUSG00000025422	ENSMUST00000039259
ENSMUSG00000058869	ENSMUST00000072072
ENSMUSG00000028149	ENSMUST00000029796
ENSMUSG00000028149	ENSMUST00000098574
ENSMUSG00000026950	ENSMUST00000028318
ENSMUSG00000026950	ENSMUST00000069592
ENSMUSG00000026950	ENSMUST00000100112
ENSMUSG00000026950	ENSMUST00000028320
ENSMUSG00000026950	ENSMUST00000075301
ENSMUSG00000026950	ENSMUST00000036934
ENSMUSG00000034998	ENSMUST00000038611
ENSMUSG00000034998	ENSMUST00000112238
ENSMUSG00000041741	ENSMUST00000111839
ENSMUSG00000041741	ENSMUST00000043259
ENSMUSG00000006736	ENSMUST00000060991
ENSMUSG00000047143	ENSMUST00000061187
ENSMUSG00000049577	ENSMUST00000054052
ENSMUSG00000079264	ENSMUST00000111844
ENSMUSG00000042216	ENSMUST00000112324
ENSMUSG00000042216	ENSMUST00000112325
ENSMUSG00000042216	ENSMUST00000057209
ENSMUSG00000042216	ENSMUST00000100876
ENSMUSG00000042216	ENSMUST00000048112
ENSMUSG00000043903	ENSMUST00000055537
ENSMUSG00000026466	ENSMUST00000097527
ENSMUSG00000026466	ENSMUST00000027738
ENSMUSG00000026466	ENSMUST00000097528
ENSMUSG00000058942	ENSMUST00000078888
ENSMUSG00000058942	ENSMUST00000094446
ENSMUSG00000006728	ENSMUST00000120226
ENSMUSG00000006728	ENSMUST00000006911
ENSMUSG00000010517	ENSMUST00000102724
ENSMUSG00000066964	ENSMUST00000086615
ENSMUSG00000010066	ENSMUST00000010210
ENSMUSG00000010066	ENSMUST00000085092
ENSMUSG00000028152	ENSMUST00000121826
ENSMUSG00000028152	ENSMUST00000119993
ENSMUSG00000028152	ENSMUST00000029800
ENSMUSG00000080004	ENSMUST00000116120
ENSMUSG00000051339	ENSMUST00000050125
ENSMUSG00000028156	ENSMUST00000029803
ENSMUSG00000005371	ENSMUST00000005504
ENSMUSG00000033671	ENSMUST00000074902
ENSMUSG00000025316	ENSMUST00000076274
ENSMUSG00000025316	ENSMUST00000093078
ENSMUSG00000025316	ENSMUST00000026354
ENSMUSG00000030653	ENSMUST00000032889
ENSMUSG00000030653	ENSMUST00000098240
ENSMUSG00000030653	ENSMUST00000084894
ENSMUSG00000030653	ENSMUST00000098241
ENSMUSG00000037977	ENSMUST00000042581
ENSMUSG00000040502	ENSMUST00000040307
ENSMUSG00000028551	ENSMUST00000063531
ENSMUSG00000028551	ENSMUST00000097921
ENSMUSG00000030232	ENSMUST00000111845
ENSMUSG00000030232	ENSMUST00000032359
ENSMUSG00000030232	ENSMUST00000068583
ENSMUSG00000030232	ENSMUST00000095350
ENSMUSG00000030232	ENSMUST00000087614
ENSMUSG00000074052	ENSMUST00000098348
ENSMUSG00000059027	ENSMUST00000084362
ENSMUSG00000032579	ENSMUST00000035196
ENSMUSG00000032579	ENSMUST00000118051
ENSMUSG00000005370	ENSMUST00000005503
ENSMUSG00000006724	ENSMUST00000006907
ENSMUSG00000036202	ENSMUST00000069794
ENSMUSG00000036202	ENSMUST00000112692
ENSMUSG00000036202	ENSMUST00000112693
ENSMUSG00000005813	ENSMUST00000029804
ENSMUSG00000050138	ENSMUST00000055221
ENSMUSG00000029352	ENSMUST00000117143
ENSMUSG00000029352	ENSMUST00000120506
ENSMUSG00000029352	ENSMUST00000118226
ENSMUSG00000029352	ENSMUST00000076069
ENSMUSG00000029352	ENSMUST00000119627
ENSMUSG00000025317	ENSMUST00000057653
ENSMUSG00000032578	ENSMUST00000085102
ENSMUSG00000006732	ENSMUST00000120542
ENSMUSG00000006732	ENSMUST00000006915
ENSMUSG00000057685	ENSMUST00000079153
ENSMUSG00000060491	ENSMUST00000082306
ENSMUSG00000060491	ENSMUST00000102725
ENSMUSG00000080115	ENSMUST00000116231
ENSMUSG00000028138	ENSMUST00000005964
ENSMUSG00000053475	ENSMUST00000065927
ENSMUSG00000040010	ENSMUST00000045557
ENSMUSG00000042240	ENSMUST00000112336
ENSMUSG00000042240	ENSMUST00000031295
ENSMUSG00000028557	ENSMUST00000064167
ENSMUSG00000028557	ENSMUST00000030284
ENSMUSG00000032577	ENSMUST00000068453
ENSMUSG00000032577	ENSMUST00000112434
ENSMUSG00000032577	ENSMUST00000035194
ENSMUSG00000024151	ENSMUST00000024967
ENSMUSG00000026946	ENSMUST00000112705
ENSMUSG00000026946	ENSMUST00000028314
ENSMUSG00000033684	ENSMUST00000035325
ENSMUSG00000033684	ENSMUST00000111764
ENSMUSG00000074206	ENSMUST00000090166
ENSMUSG00000040521	ENSMUST00000040560
ENSMUSG00000040521	ENSMUST00000120547
ENSMUSG00000026468	ENSMUST00000027740
ENSMUSG00000037797	ENSMUST00000013458
ENSMUSG00000030231	ENSMUST00000032357
ENSMUSG00000030231	ENSMUST00000032358
ENSMUSG00000030231	ENSMUST00000087622
ENSMUSG00000025261	ENSMUST00000112622
ENSMUSG00000025261	ENSMUST00000026292
ENSMUSG00000036249	ENSMUST00000102768
ENSMUSG00000036249	ENSMUST00000102767
ENSMUSG00000036249	ENSMUST00000039138
ENSMUSG00000041791	ENSMUST00000043797
ENSMUSG00000018501	ENSMUST00000069456
ENSMUSG00000018501	ENSMUST00000101066
ENSMUSG00000018501	ENSMUST00000101068
ENSMUSG00000018501	ENSMUST00000108708
ENSMUSG00000018501	ENSMUST00000101069
ENSMUSG00000018501	ENSMUST00000037575
ENSMUSG00000018501	ENSMUST00000101067
ENSMUSG00000018501	ENSMUST00000018645
ENSMUSG00000045394	ENSMUST00000053577
ENSMUSG00000040263	ENSMUST00000045884
ENSMUSG00000033701	ENSMUST00000080138
ENSMUSG00000033701	ENSMUST00000097529
ENSMUSG00000033701	ENSMUST00000035560
ENSMUSG00000053054	ENSMUST00000013455
ENSMUSG00000053054	ENSMUST00000106247
ENSMUSG00000042249	ENSMUST00000065167
ENSMUSG00000056115	ENSMUST00000070028
ENSMUSG00000073535	ENSMUST00000097531
ENSMUSG00000079327	ENSMUST00000112341
ENSMUSG00000028555	ENSMUST00000106615
ENSMUSG00000028555	ENSMUST00000097922
ENSMUSG00000028555	ENSMUST00000106618
ENSMUSG00000028555	ENSMUST00000106619
ENSMUSG00000028555	ENSMUST00000064129
ENSMUSG00000030230	ENSMUST00000032355
ENSMUSG00000030230	ENSMUST00000032356
ENSMUSG00000017144	ENSMUST00000017288
ENSMUSG00000025318	ENSMUST00000026357
ENSMUSG00000072720	ENSMUST00000086617
ENSMUSG00000074207	ENSMUST00000004232
ENSMUSG00000039716	ENSMUST00000044532
ENSMUSG00000044918	ENSMUST00000050817
ENSMUSG00000072722	ENSMUST00000100882
ENSMUSG00000026766	ENSMUST00000028104
ENSMUSG00000026766	ENSMUST00000102769
ENSMUSG00000036438	ENSMUST00000040440
ENSMUSG00000025432	ENSMUST00000026500
ENSMUSG00000032812	ENSMUST00000098243
ENSMUSG00000032812	ENSMUST00000084895
ENSMUSG00000032812	ENSMUST00000098246
ENSMUSG00000032812	ENSMUST00000084896
ENSMUSG00000032812	ENSMUST00000107010
ENSMUSG00000032812	ENSMUST00000107011
ENSMUSG00000036557	ENSMUST00000040609
ENSMUSG00000026469	ENSMUST00000086173
ENSMUSG00000026469	ENSMUST00000111775
ENSMUSG00000026469	ENSMUST00000111774
ENSMUSG00000026469	ENSMUST00000027741
ENSMUSG00000030228	ENSMUST00000111868
ENSMUSG00000030228	ENSMUST00000032353
ENSMUSG00000030228	ENSMUST00000087657
ENSMUSG00000061410	ENSMUST00000108906
ENSMUSG00000061410	ENSMUST00000046386
ENSMUSG00000046717	ENSMUST00000054786
ENSMUSG00000032575	ENSMUST00000069036
ENSMUSG00000078429	ENSMUST00000105255
ENSMUSG00000078429	ENSMUST00000105256
ENSMUSG00000045365	ENSMUST00000055843
ENSMUSG00000050447	ENSMUST00000112712
ENSMUSG00000050447	ENSMUST00000053208
ENSMUSG00000055301	ENSMUST00000090171
ENSMUSG00000012042	ENSMUST00000012186
ENSMUSG00000074102	ENSMUST00000098424
ENSMUSG00000030226	ENSMUST00000067437
ENSMUSG00000033722	ENSMUST00000035914
ENSMUSG00000042298	ENSMUST00000037997
ENSMUSG00000042298	ENSMUST00000101075
ENSMUSG00000042298	ENSMUST00000050646
ENSMUSG00000025436	ENSMUST00000026504
ENSMUSG00000036918	ENSMUST00000041110
ENSMUSG00000036918	ENSMUST00000112270
ENSMUSG00000026765	ENSMUST00000028103
ENSMUSG00000030688	ENSMUST00000032927
ENSMUSG00000028552	ENSMUST00000030281
ENSMUSG00000028552	ENSMUST00000102729
ENSMUSG00000058153	ENSMUST00000079491
ENSMUSG00000058153	ENSMUST00000100883
ENSMUSG00000058153	ENSMUST00000075387
ENSMUSG00000014243	ENSMUST00000072916
ENSMUSG00000004127	ENSMUST00000040321
ENSMUSG00000026470	ENSMUST00000111777
ENSMUSG00000026470	ENSMUST00000111779
ENSMUSG00000026470	ENSMUST00000027743
ENSMUSG00000018500	ENSMUST00000018644
ENSMUSG00000008540	ENSMUST00000120939
ENSMUSG00000008540	ENSMUST00000120230
ENSMUSG00000008540	ENSMUST00000120302
ENSMUSG00000008540	ENSMUST00000008684
ENSMUSG00000008540	ENSMUST00000118091
ENSMUSG00000020105	ENSMUST00000074807
ENSMUSG00000040325	ENSMUST00000045973
ENSMUSG00000040325	ENSMUST00000055009
ENSMUSG00000040325	ENSMUST00000098425
ENSMUSG00000024150	ENSMUST00000024963
ENSMUSG00000029348	ENSMUST00000031291
ENSMUSG00000028558	ENSMUST00000106628
ENSMUSG00000028558	ENSMUST00000106629
ENSMUSG00000028558	ENSMUST00000106631
ENSMUSG00000028558	ENSMUST00000030285
ENSMUSG00000051503	ENSMUST00000051117
ENSMUSG00000047767	ENSMUST00000084897
ENSMUSG00000047767	ENSMUST00000122116
ENSMUSG00000047767	ENSMUST00000120267
ENSMUSG00000047767	ENSMUST00000049671
ENSMUSG00000026471	ENSMUST00000027744
ENSMUSG00000041229	ENSMUST00000112662
ENSMUSG00000041229	ENSMUST00000112666
ENSMUSG00000041229	ENSMUST00000112668
ENSMUSG00000041229	ENSMUST00000112670
ENSMUSG00000041229	ENSMUST00000046962
ENSMUSG00000041229	ENSMUST00000046950
ENSMUSG00000056708	ENSMUST00000055322
ENSMUSG00000044378	ENSMUST00000111873
ENSMUSG00000044378	ENSMUST00000050132
ENSMUSG00000037104	ENSMUST00000041369
ENSMUSG00000024146	ENSMUST00000024959
ENSMUSG00000028158	ENSMUST00000098580
ENSMUSG00000028158	ENSMUST00000029805
ENSMUSG00000044071	ENSMUST00000050756
ENSMUSG00000040661	ENSMUST00000046502
ENSMUSG00000049349	ENSMUST00000053318
ENSMUSG00000042331	ENSMUST00000092415
ENSMUSG00000042331	ENSMUST00000049836
ENSMUSG00000042331	ENSMUST00000108709
ENSMUSG00000067230	ENSMUST00000087235
ENSMUSG00000020102	ENSMUST00000105257
ENSMUSG00000020102	ENSMUST00000063318
ENSMUSG00000030225	ENSMUST00000087675
ENSMUSG00000024145	ENSMUST00000024957
ENSMUSG00000024143	ENSMUST00000024956
ENSMUSG00000040813	ENSMUST00000046735
ENSMUSG00000042328	ENSMUST00000112359
ENSMUSG00000042328	ENSMUST00000035279
ENSMUSG00000042328	ENSMUST00000112360
ENSMUSG00000053375	ENSMUST00000065758
ENSMUSG00000026764	ENSMUST00000112714
ENSMUSG00000026764	ENSMUST00000028102
ENSMUSG00000028159	ENSMUST00000098582
ENSMUSG00000028159	ENSMUST00000029806
ENSMUSG00000037689	ENSMUST00000042172
ENSMUSG00000004110	ENSMUST00000004214
ENSMUSG00000030224	ENSMUST00000064910
ENSMUSG00000030224	ENSMUST00000100840
ENSMUSG00000029346	ENSMUST00000031289
ENSMUSG00000023192	ENSMUST00000023959
ENSMUSG00000023192	ENSMUST00000098430
ENSMUSG00000030691	ENSMUST00000098250
ENSMUSG00000030691	ENSMUST00000032931
ENSMUSG00000031812	ENSMUST00000034270
ENSMUSG00000066797	ENSMUST00000086195
ENSMUSG00000074212	ENSMUST00000090178
ENSMUSG00000025262	ENSMUST00000073364
ENSMUSG00000029345	ENSMUST00000031288
ENSMUSG00000032860	ENSMUST00000037540
ENSMUSG00000041245	ENSMUST00000096285
ENSMUSG00000041009	ENSMUST00000047010
ENSMUSG00000041009	ENSMUST00000085111
ENSMUSG00000079255	ENSMUST00000111793
ENSMUSG00000047804	ENSMUST00000108710
ENSMUSG00000047804	ENSMUST00000058173
ENSMUSG00000047804	ENSMUST00000102650
ENSMUSG00000066382	ENSMUST00000085113
ENSMUSG00000048779	ENSMUST00000060174
ENSMUSG00000023577	ENSMUST00000074785
ENSMUSG00000023577	ENSMUST00000062917
ENSMUSG00000028559	ENSMUST00000106634
ENSMUSG00000028559	ENSMUST00000084365
ENSMUSG00000028559	ENSMUST00000084366
ENSMUSG00000028559	ENSMUST00000030288
ENSMUSG00000072847	ENSMUST00000101077
ENSMUSG00000031811	ENSMUST00000034268
ENSMUSG00000026473	ENSMUST00000086199
ENSMUSG00000066383	ENSMUST00000085114
ENSMUSG00000037894	ENSMUST00000041045
ENSMUSG00000024140	ENSMUST00000112273
ENSMUSG00000024140	ENSMUST00000024954
ENSMUSG00000047053	ENSMUST00000050660
ENSMUSG00000025264	ENSMUST00000026295
ENSMUSG00000025264	ENSMUST00000112683
ENSMUSG00000052934	ENSMUST00000059018
ENSMUSG00000029344	ENSMUST00000071455
ENSMUSG00000029344	ENSMUST00000112373
ENSMUSG00000029344	ENSMUST00000031287
ENSMUSG00000069495	ENSMUST00000102770
ENSMUSG00000069495	ENSMUST00000092123
ENSMUSG00000046818	ENSMUST00000053855
ENSMUSG00000055138	ENSMUST00000068546
ENSMUSG00000043282	ENSMUST00000055314
ENSMUSG00000045968	ENSMUST00000059607
ENSMUSG00000031809	ENSMUST00000034265
ENSMUSG00000071036	ENSMUST00000095186
ENSMUSG00000046714	ENSMUST00000054691
ENSMUSG00000032875	ENSMUST00000037681
